Alter;Geschlecht;Vertragsenddatum;Bereich;Standort;Vertragsart;Austrittsdatum;Betriebszugehoerigkeit;FTE;FK;Abteilungsgroeﬂe;Zeit_auf_Position;Mitarbeiterstatus;Aktiv;2023_Ziele;2023_Pers_Beurteilung;2024_Ziele;2024_Pers_Beurteilung;Krankenstand_2023;Krankenstand_2024;Gehaltsentwicklung
51-60;F;;Gesch‰ftsbereich;A;Permanent;28.02.2023;33-35;0.5;0;80.83882634005093;"""3-5""";Active;1;‹berdurchschnitt;#NV;#NV;#NV;3,1 - 5%;;5%-9%
‹ber 60;F;;HQ;E;Permanent;;33-35;0.0;0;198.79211692076868;0-2;Active;1;#NV;#NV;#NV;#NV;1 % - 3 %;10,1 - 15%;
41-50;M;;Gesch‰ftsbereich;A;Permanent;;"""12-14""";1.0;1;7.702699737165187;"""3-5""";Active;1;#NV;‹berdurchschnitt;#NV;#NV;1 % - 3 %;3,1 - 5%;
‹ber 60;M;;Werk;B;Permanent;;"""12-14""";0.0;0;182.52392266804702;"""3-5""";Active;0;#NV;Durchschnitt;#NV;‹berdurchschnitt;kleiner 1 %;;
18-24;M;;Gesch‰ftsbereich;B;Permanent;;"""6-8""";0.5;0;168.8817970915564;"""3-5""";Active;0;#NV;#NV;Durchschnitt;#NV;1 % - 3 %;;
‹ber 60;M;;Werk;G;Fixed term contract;30.04.2022;45-47;1.0;0;57.50113396568707;0-2;Active;0;#NV;‹berdurchschnitt;#NV;#NV;5,1 - 10%;3,1 - 5%;
25-30;M;;Werk;A;Permanent;;0-2;999.0;1;200.19588533221474;0-2;Active;0;#NV;Unrated;Durchschnitt;#NV;;3,1 - 5%;
41-50;M;;Werk;G;Permanent;;0-2;0.5;1;61.02054554390543;0-2;Active;0;#NV;Durchschnitt;#NV;‹berdurchschnitt;1 % - 3 %;1,0 - 3 %;
41-50;M;;HQ;C;Permanent;;"""12-14""";0.0;1;69.73690697734946;"""12-14""";Active;1;#NV;‹berdurchschnitt;‹berdurchschnitt;#NV;;1,0 - 3 %;5%-9%
‹ber 60;M;31.12.2024;Werk;E;Permanent;;36-38;0.0;1;21.971650286512713;18-20;Active;1;Durchschnitt;#NV;#NV;Durchschnitt;kleiner 1 %;3,1 - 5%;
31-40;F;;Werk;F;Fixed term contract;;"""12-14""";0.0;0;203.43407581320298;"""3-5""";Active;0;#NV;Durchschnitt;#NV;Durchschnitt;1 % - 3 %;1,0 - 3 %;10%-14%
‹ber 60;M;;Werk;G;Permanent;;45-47;0.5;0;56.494362460529004;0-2;Terminated;0;#NV;#NV;Unrated;#NV;;;
31-40;M;;Werk;A;Permanent;;"""3-5""";999.0;1;13.185396706119063;"""3-5""";Terminated;1;Durchschnitt;#NV;‹berdurchschnitt;#NV;;15,1 - 20%;5%-9%
31-40;M;30.04.2025;Werk;E;Permanent;;"""6-8""";1.0;1;11.234156819931084;"""6-8""";Active;1;#NV;#NV;#NV;Durchschnitt;;3,1 - 5%;15%-19%
25-30;M;;Gesch‰ftsbereich;E;Permanent;;0-2;999.0;0;141.9162851205301;0-2;Dormant;1;#NV;#NV;#NV;#NV;;;
31-40;M;;Werk;C;Fixed term contract;;"""6-8""";1.0;0;74.90621615278684;"""3-5""";Active;0;‹berdurchschnitt;#NV;Durchschnitt;#NV;1 % - 3 %;10,1 - 15%;
41-50;M;;Gesch‰ftsbereich;E;Permanent;;"""12-14""";0.5;1;17.16784270882883;0-2;Active;1;#NV;‹berdurchschnitt;#NV;Unrated;20,01 - 40%;;
41-50;M;31.08.2025;Werk;E;Permanent;;24-26;0.5;0;70.92335369349505;0-2;Active;1;Durchschnitt;#NV;#NV;#NV;;;5%-9%
41-50;F;;HQ;B;Fixed term contract;;"""3-5""";1.0;1;20.54281106163677;"""3-5""";Active;0;‹berdurchschnitt;Unterdurchschnitt;#NV;#NV;10,1 - 15 %;;
‹ber 60;M;;HQ;B;Permanent;;33-35;0.0;1;180.9735297996198;"""3-5""";Active;1;Durchschnitt;‹berdurchschnitt;Unterdurchschnitt;‹berdurchschnitt;;;5%-9%
41-50;M;;Werk;F;Permanent;31.08.2025;0-2;1.0;1;54.78007001156958;0-2;Active;0;#NV;#NV;Durchschnitt;Durchschnitt;1 % - 3 %;1,0 - 3 %;
41-50;M;;Gesch‰ftsbereich;A;Permanent;;0-2;0.0;0;13.424425331290642;0-2;Active;0;#NV;#NV;#NV;Unrated;3,1 - 5%;1,0 - 3 %;
31-40;M;;Gesch‰ftsbereich;F;Permanent;;"""12-14""";1.0;0;16.931090361060996;"""3-5""";Dormant;0;Durchschnitt;#NV;#NV;Durchschnitt;1 % - 3 %;1,0 - 3 %;
18-24;F;;Werk;A;Fixed term contract;;0-2;0.5;0;260.12531331832776;0-2;Active;1;‹berdurchschnitt;#NV;#NV;Durchschnitt;;;
41-50;M;;Werk;G;Permanent;;"""6-8""";0.0;1;164.43114207813485;"""3-5""";Active;1;‹berdurchschnitt;Unrated;#NV;‹berdurchschnitt;3,1 - 5%;;20%-24%
41-50;F;31.05.2025;HQ;E;Permanent;;"""9-11""";1.0;1;99.04675731802335;"""3-5""";Active;0;#NV;Unrated;#NV;#NV;5,1 - 10%;20,1 - 40%;
18-24;M;30.09.2023;Werk;D;Permanent;30.11.2022;0-2;0.0;1;23.267517257564037;0-2;Active;0;Durchschnitt;#NV;#NV;Durchschnitt;kleiner 1 %;;
51-60;M;;HQ;F;Fixed term contract;31.07.2024;21-23;0.5;1;188.41746053410293;0-2;Dormant;0;#NV;#NV;#NV;‹berdurchschnitt;1 % - 3 %;1,0 - 3 %;5%-9%
25-30;M;;Werk;G;Permanent;;"""3-5""";0.0;1;57.92149305078218;0-2;Dormant;0;#NV;Durchschnitt;#NV;Durchschnitt;1 % - 3 %;;
41-50;M;;Gesch‰ftsbereich;D;Permanent;;0-2;1.0;1;41.60631468878154;0-2;Terminated;0;#NV;#NV;#NV;#NV;40,01 - 60 %;;
18-24;M;;HQ;A;Permanent;31.03.2025;"""6-8""";0.0;1;57.83709826456109;"""3-5""";Terminated;0;#NV;#NV;#NV;‹berdurchschnitt;;kleiner 1%;20%-24%
25-30;M;17.02.2025;Gesch‰ftsbereich;E;Permanent;;0-2;999.0;0;130.3636525280451;0-2;Active;1;Unrated;‹berdurchschnitt;#NV;Durchschnitt;;1,0 - 3 %;
25-30;M;;Werk;B;Permanent;;"""3-5""";0.5;0;-1.5461166101506514;"""3-5""";Active;0;#NV;Durchschnitt;#NV;‹berdurchschnitt;3,1 - 5%;;
51-60;M;;Werk;B;Permanent;;33-35;1.0;1;119.23144342144492;15-17;Active;1;#NV;#NV;‹berdurchschnitt;#NV;;5,1 - 10%;5%-9%
51-60;M;;HQ;E;Permanent;;36-38;999.0;1;45.119372428631756;18-20;Terminated;1;#NV;#NV;#NV;‹berdurchschnitt;1 % - 3 %;40,1 - 60%;"""-5%-1%"""
‹ber 60;M;;Werk;A;Permanent;;39-41;0.5;1;138.52746980532027;0-2;Active;1;#NV;‹berdurchschnitt;#NV;#NV;;;
18-24;M;;Werk;C;Permanent;;"""3-5""";999.0;1;266.0040998627261;"""3-5""";Active;1;#NV;#NV;#NV;#NV;1 % - 3 %;;20%-24%
51-60;F;;Gesch‰ftsbereich;D;Permanent;;36-38;1.0;1;24.1772460746246;"""3-5""";Terminated;1;Durchschnitt;#NV;Durchschnitt;Durchschnitt;;1,0 - 3 %;5%-9%
31-40;F;30.09.2026;Werk;E;Permanent;;"""6-8""";0.5;0;64.01519366910829;"""6-8""";Active;1;Durchschnitt;#NV;#NV;‹berdurchschnitt;;kleiner 1%;20%-24%
51-60;M;;HQ;A;Permanent;;27-29;999.0;1;26.814680094600263;0-2;Active;0;Unterdurchschnitt;Durchschnitt;#NV;#NV;1 % - 3 %;;10%-14%
31-40;M;;Werk;A;Fixed term contract;;"""9-11""";0.0;0;31.974622878508217;"""9-11""";Dormant;1;#NV;#NV;#NV;‹berdurchschnitt;;1,0 - 3 %;30%-34%
41-50;F;;Werk;F;Permanent;;"""12-14""";0.0;1;98.41952084056639;"""3-5""";Terminated;0;‹berdurchschnitt;#NV;Durchschnitt;‹berdurchschnitt;15,1 - 20 %;5,1 - 10%;25%-29%
31-40;M;;Werk;F;Permanent;;15-17;1.0;0;11.405876851228674;"""3-5""";Active;1;#NV;#NV;‹berdurchschnitt;‹berdurchschnitt;kleiner 1 %;1,0 - 3 %;10%-14%
25-30;M;;Gesch‰ftsbereich;F;Permanent;;0-2;999.0;0;19.288900297338323;0-2;Active;1;#NV;#NV;#NV;‹berdurchschnitt;;3,1 - 5%;
25-30;M;;Gesch‰ftsbereich;F;Permanent;31.01.2024;"""9-11""";0.0;1;118.87904580509779;"""3-5""";Active;0;Durchschnitt;#NV;#NV;‹berdurchschnitt;;;
51-60;F;;Werk;B;Fixed term contract;;24-26;999.0;1;9.340993288131715;18-20;Active;1;#NV;‹berdurchschnitt;Durchschnitt;#NV;3,1 - 5%;20,1 - 40%;10%-14%
41-50;M;28.06.2022;HQ;C;Permanent;31.08.2023;"""6-8""";0.5;1;33.58000476091969;"""6-8""";Active;0;#NV;#NV;#NV;Durchschnitt;;3,1 - 5%;
31-40;M;;Gesch‰ftsbereich;A;Permanent;;0-2;0.0;0;184.869398151259;0-2;Active;0;Unterdurchschnitt;#NV;Unterdurchschnitt;#NV;;;
31-40;M;;HQ;B;Permanent;;"""6-8""";999.0;0;22.921912930845952;0-2;Active;0;#NV;#NV;‹berdurchschnitt;Durchschnitt;1 % - 3 %;;25%-29%
51-60;M;31.08.2022;Werk;E;Permanent;29.02.2024;33-35;0.0;1;114.40183650463788;0-2;Active;1;#NV;‹berdurchschnitt;#NV;‹berdurchschnitt;;;5%-9%
25-30;M;;Gesch‰ftsbereich;G;Fixed term contract;;"""3-5""";0.0;0;14.169918993547864;"""3-5""";Active;0;#NV;#NV;#NV;#NV;;;
41-50;M;;Gesch‰ftsbereich;A;Permanent;;"""12-14""";0.5;1;37.021054635369126;"""12-14""";Active;0;#NV;#NV;‹berdurchschnitt;#NV;1 % - 3 %;;5%-9%
51-60;M;30.04.2023;Gesch‰ftsbereich;F;Permanent;;39-41;1.0;0;38.875046518525416;18-20;Active;1;#NV;#NV;Durchschnitt;#NV;;;
31-40;M;;Werk;D;Permanent;;15-17;0.0;0;-2.528559311227758;"""12-14""";Active;0;Durchschnitt;#NV;#NV;#NV;1 % - 3 %;kleiner 1%;
41-50;M;;Gesch‰ftsbereich;E;Fixed term contract;;15-17;999.0;0;9.773599255303154;"""9-11""";Terminated;1;Durchschnitt;#NV;‹berdurchschnitt;#NV;3,1 - 5%;75,01 - 100 %;5%-9%
41-50;M;;Gesch‰ftsbereich;E;Fixed term contract;31.12.2024;15-17;0.0;1;149.65896162885753;"""9-11""";Active;1;Durchschnitt;#NV;#NV;#NV;;3,1 - 5%;5%-9%
51-60;M;;Gesch‰ftsbereich;A;Permanent;;30-32;1.0;0;75.33494439711248;"""3-5""";Active;1;#NV;#NV;Unterdurchschnitt;‹berdurchschnitt;10,1 - 15 %;;5%-9%
25-30;M;30.04.2024;HQ;F;Permanent;31.10.2024;"""3-5""";0.5;0;7.441381958636449;"""3-5""";Active;1;#NV;#NV;#NV;#NV;;;20%-24%
51-60;M;;Werk;G;Fixed term contract;;"""3-5""";1.0;1;-1.9792977025113503;0-2;Active;0;#NV;#NV;#NV;‹berdurchschnitt;;1,0 - 3 %;
51-60;M;;HQ;A;Fixed term contract;;33-35;0.0;1;22.967859246592027;"""9-11""";Active;1;#NV;‹berdurchschnitt;#NV;#NV;1 % - 3 %;;5%-9%
41-50;M;;Gesch‰ftsbereich;C;Permanent;;27-29;1.0;0;160.29600844410575;"""3-5""";Active;1;#NV;‹berdurchschnitt;Durchschnitt;Durchschnitt;;;5%-9%
25-30;M;;Gesch‰ftsbereich;C;Permanent;;"""6-8""";0.0;0;185.85126812688884;"""3-5""";Active;0;#NV;#NV;#NV;#NV;;5,1 - 10%;10%-14%
51-60;M;30.04.2025;HQ;G;Permanent;;24-26;0.0;1;76.22355598805751;"""3-5""";Active;1;Durchschnitt;Unrated;#NV;Durchschnitt;;1,0 - 3 %;5%-9%
51-60;M;;Gesch‰ftsbereich;E;Permanent;;39-41;1.0;1;54.26077336171851;18-20;Terminated;0;#NV;#NV;Durchschnitt;#NV;;3,1 - 5%;10%-14%
31-40;F;;Gesch‰ftsbereich;C;Permanent;;"""6-8""";0.5;1;31.510054393621807;"""3-5""";Active;1;#NV;Durchschnitt;Durchschnitt;Unterdurchschnitt;;kleiner 1%;15%-19%
41-50;F;;Werk;F;Permanent;;30-32;1.0;1;7.22921478341196;0-2;Terminated;1;‹berdurchschnitt;‹berdurchschnitt;#NV;Unterdurchschnitt;;;10%-14%
41-50;M;;Werk;C;Permanent;;"""12-14""";0.0;1;16.662128722411413;"""12-14""";Active;0;#NV;#NV;#NV;#NV;;;5%-9%
31-40;M;31.05.2022;Werk;B;Permanent;31.01.2025;0-2;1.0;0;161.82505445769775;0-2;Terminated;0;Unterdurchschnitt;‹berdurchschnitt;#NV;#NV;;20,1 - 40%;
31-40;F;;HQ;E;Permanent;;"""9-11""";0.0;1;17.701019440644476;"""9-11""";Active;0;#NV;#NV;#NV;#NV;5,1 - 10%;;5%-9%
31-40;M;;Werk;F;Permanent;31.08.2023;"""9-11""";0.0;0;58.36026539722128;"""6-8""";Active;0;#NV;#NV;#NV;‹berdurchschnitt;;20,1 - 40%;20%-24%
31-40;M;28.02.2025;Gesch‰ftsbereich;G;Permanent;14.09.2024;0-2;0.0;1;61.12945641324348;0-2;Active;1;#NV;#NV;#NV;#NV;;10,1 - 15%;
41-50;F;28.02.2027;Gesch‰ftsbereich;C;Permanent;03.05.2023;0-2;999.0;1;105.46043020535612;0-2;Terminated;1;#NV;#NV;#NV;#NV;1 % - 3 %;;
31-40;M;;Werk;E;Permanent;;"""3-5""";1.0;1;12.518938518867484;"""3-5""";Dormant;0;#NV;#NV;Durchschnitt;#NV;20,01 - 40%;3,1 - 5%;10%-14%
25-30;M;;Werk;G;Permanent;;0-2;999.0;0;10.870503088958444;0-2;Active;0;#NV;‹berdurchschnitt;#NV;#NV;;5,1 - 10%;
31-40;M;;Gesch‰ftsbereich;F;Permanent;;"""6-8""";1.0;0;16.918325021793827;0-2;Terminated;0;#NV;#NV;#NV;Durchschnitt;10,1 - 15 %;;5%-9%
41-50;F;31.07.2025;HQ;A;Permanent;;30-32;999.0;1;30.250005390691932;"""9-11""";Active;1;Durchschnitt;#NV;#NV;Durchschnitt;;;10%-14%
41-50;M;;Werk;F;Permanent;;18-20;1.0;1;99.18929677429682;"""6-8""";Active;0;#NV;#NV;#NV;#NV;5,1 - 10%;10,1 - 15%;10%-14%
51-60;M;;HQ;G;Permanent;;"""9-11""";999.0;0;33.81912705485759;"""9-11""";Dormant;1;#NV;‹berdurchschnitt;‹berdurchschnitt;#NV;;5,1 - 10%;0%-4%
31-40;F;;Werk;F;Permanent;;"""6-8""";999.0;1;19.198930926253;"""6-8""";Terminated;1;#NV;#NV;‹berdurchschnitt;#NV;;1,0 - 3 %;15%-19%
51-60;M;;Gesch‰ftsbereich;F;Fixed term contract;;"""12-14""";0.0;1;8.955209987199366;"""9-11""";Terminated;1;‹berdurchschnitt;#NV;#NV;Durchschnitt;;40,1 - 60%;"""-15%-11%"""
18-24;M;;Werk;B;Permanent;;"""3-5""";1.0;0;265.6667076660925;0-2;Active;0;‹berdurchschnitt;#NV;#NV;Unterdurchschnitt;5,1 - 10%;5,1 - 10%;30%-34%
31-40;M;;Werk;C;Permanent;;0-2;0.5;0;61.0225985990371;0-2;Dormant;1;#NV;Durchschnitt;#NV;#NV;3,1 - 5%;1,0 - 3 %;
31-40;M;;Werk;A;Permanent;31.10.2024;15-17;0.5;1;185.0127447470735;0-2;Dormant;0;‹berdurchschnitt;Unrated;#NV;Unrated;;kleiner 1%;
31-40;M;;Werk;G;Permanent;;0-2;1.0;0;176.70344342765495;0-2;Active;1;Durchschnitt;#NV;#NV;#NV;10,1 - 15 %;20,1 - 40%;
31-40;F;;Gesch‰ftsbereich;D;Permanent;;"""9-11""";0.5;0;39.88035738779871;"""3-5""";Active;0;#NV;#NV;#NV;‹berdurchschnitt;;;
41-50;M;;Werk;C;Permanent;;24-26;1.0;0;17.3424391048508;15-17;Active;1;#NV;‹berdurchschnitt;#NV;‹berdurchschnitt;10,1 - 15 %;;5%-9%
51-60;M;;HQ;G;Permanent;;"""12-14""";0.5;0;184.03748163893925;0-2;Active;1;Durchschnitt;‹berdurchschnitt;#NV;#NV;5,1 - 10%;5,1 - 10%;10%-14%
‹ber 60;M;25.08.2023;Gesch‰ftsbereich;G;Permanent;31.12.2024;33-35;1.0;1;152.10485431795416;15-17;Active;0;Durchschnitt;#NV;#NV;‹berdurchschnitt;;3,1 - 5%;
51-60;M;;HQ;C;Permanent;31.07.2022;33-35;1.0;0;15.005085388803902;15-17;Terminated;0;#NV;‹berdurchschnitt;#NV;#NV;15,1 - 20 %;;10%-14%
18-24;M;;Werk;A;Permanent;;0-2;1.0;1;268.0510565610477;0-2;Terminated;0;‹berdurchschnitt;‹berdurchschnitt;Unrated;Unrated;;kleiner 1%;
‹ber 60;F;;HQ;G;Permanent;;39-41;1.0;0;149.6251230907915;"""3-5""";Active;1;‹berdurchschnitt;#NV;‹berdurchschnitt;#NV;;10,1 - 15%;
25-30;M;;HQ;G;Permanent;;"""3-5""";0.0;0;5.719534374628577;"""3-5""";Terminated;1;Durchschnitt;Durchschnitt;#NV;Durchschnitt;kleiner 1 %;;
41-50;M;;Gesch‰ftsbereich;B;Permanent;30.04.2022;18-20;0.5;1;14.102523547867243;"""9-11""";Active;0;#NV;Durchschnitt;#NV;#NV;10,1 - 15 %;;"""-30%-26%"""
41-50;M;;Gesch‰ftsbereich;D;Permanent;;"""9-11""";0.5;0;9.356072793387046;"""9-11""";Terminated;1;#NV;Durchschnitt;#NV;‹berdurchschnitt;;;20%-24%
31-40;F;;Werk;A;Permanent;31.12.2023;"""6-8""";1.0;0;16.727682497380414;0-2;Terminated;1;#NV;#NV;‹berdurchschnitt;Durchschnitt;;;25%-29%
51-60;M;;Werk;B;Permanent;;27-29;999.0;1;68.5841065669718;"""12-14""";Active;0;‹berdurchschnitt;#NV;#NV;#NV;;10,1 - 15%;5%-9%
41-50;M;;Gesch‰ftsbereich;E;Fixed term contract;;15-17;0.0;0;10.113738140685925;"""3-5""";Terminated;0;#NV;‹berdurchschnitt;#NV;#NV;;;
31-40;M;30.06.2024;Werk;B;Fixed term contract;;"""9-11""";0.5;1;6.041325237621286;0-2;Active;0;Unterdurchschnitt;#NV;#NV;#NV;;;15%-19%
25-30;M;;Werk;D;Permanent;30.09.2022;0-2;0.5;0;159.25428963030782;0-2;Active;0;#NV;#NV;‹berdurchschnitt;#NV;5,1 - 10%;;
31-40;M;;Werk;C;Permanent;;0-2;0.0;0;9.788091431801384;0-2;Terminated;0;#NV;#NV;#NV;Durchschnitt;1 % - 3 %;3,1 - 5%;
31-40;M;;Werk;D;Permanent;;"""9-11""";999.0;1;44.41262516523636;"""6-8""";Terminated;0;#NV;Durchschnitt;‹berdurchschnitt;#NV;3,1 - 5%;kleiner 1%;10%-14%
41-50;M;;HQ;G;Permanent;30.11.2023;24-26;0.0;1;50.67337700652105;"""3-5""";Active;1;#NV;#NV;#NV;‹berdurchschnitt;;;15%-19%
31-40;M;23.07.2025;Werk;E;Permanent;;"""6-8""";0.0;1;179.43534377729742;0-2;Active;1;Durchschnitt;#NV;#NV;Durchschnitt;;;15%-19%
51-60;M;;Gesch‰ftsbereich;F;Permanent;;24-26;999.0;0;151.63673590010583;15-17;Active;1;Durchschnitt;#NV;Unrated;Durchschnitt;;1,0 - 3 %;5%-9%
31-40;F;;HQ;B;Permanent;;"""12-14""";0.5;1;25.81733601895368;0-2;Active;1;Durchschnitt;#NV;#NV;#NV;;;"""-15%-11%"""
31-40;F;;Werk;G;Permanent;;0-2;0.5;1;121.67408510307413;0-2;Dormant;0;#NV;‹berdurchschnitt;‹berdurchschnitt;#NV;;1,0 - 3 %;
51-60;M;;Werk;F;Permanent;30.09.2024;27-29;0.0;0;4.400949690682139;"""3-5""";Active;1;#NV;Durchschnitt;#NV;Unrated;1 % - 3 %;3,1 - 5%;5%-9%
41-50;M;;HQ;F;Permanent;31.12.2022;0-2;0.0;0;22.858921771131136;0-2;Active;0;#NV;#NV;#NV;#NV;kleiner 1 %;3,1 - 5%;
25-30;M;;Gesch‰ftsbereich;E;Permanent;31.01.2025;0-2;0.5;1;6.548461500553674;0-2;Terminated;0;#NV;#NV;#NV;#NV;;;
31-40;M;;Werk;F;Permanent;;21-23;999.0;0;8.291537680193112;18-20;Active;1;‹berdurchschnitt;‹berdurchschnitt;#NV;‹berdurchschnitt;;kleiner 1%;5%-9%
31-40;M;31.05.2022;Gesch‰ftsbereich;A;Permanent;;0-2;999.0;1;128.2908232223161;0-2;Terminated;0;Durchschnitt;‹berdurchschnitt;#NV;#NV;;;
‹ber 60;M;;HQ;E;Permanent;;33-35;999.0;1;9.803262887835272;18-20;Active;1;#NV;‹berdurchschnitt;#NV;#NV;;1,0 - 3 %;
31-40;M;;Werk;C;Permanent;;"""3-5""";1.0;0;13.595470685633982;0-2;Active;0;#NV;#NV;#NV;#NV;10,1 - 15 %;5,1 - 10%;15%-19%
25-30;M;;HQ;G;Permanent;;0-2;0.5;1;8.793233157028473;0-2;Active;0;#NV;#NV;‹berdurchschnitt;#NV;;;
‹ber 60;M;;Gesch‰ftsbereich;A;Permanent;;21-23;0.5;1;16.1873827585396;"""3-5""";Active;1;Durchschnitt;Durchschnitt;Durchschnitt;#NV;1 % - 3 %;;
25-30;M;;HQ;A;Permanent;;0-2;1.0;1;46.79754637824212;0-2;Active;1;#NV;#NV;#NV;‹berdurchschnitt;;1,0 - 3 %;
41-50;M;;HQ;G;Permanent;;18-20;0.0;0;53.744063096095154;"""9-11""";Terminated;0;Durchschnitt;‹berdurchschnitt;#NV;#NV;;;10%-14%
31-40;M;;Gesch‰ftsbereich;D;Permanent;;"""12-14""";1.0;1;28.266573133769132;0-2;Active;0;#NV;#NV;Durchschnitt;‹berdurchschnitt;kleiner 1 %;1,0 - 3 %;10%-14%
18-24;M;;HQ;A;Permanent;31.07.2024;0-2;0.5;0;25.389022174831275;0-2;Active;0;Durchschnitt;#NV;#NV;‹berdurchschnitt;;5,1 - 10%;
31-40;M;;Werk;A;Fixed term contract;;"""9-11""";1.0;0;0.9696443588434063;0-2;Terminated;0;‹berdurchschnitt;#NV;#NV;#NV;1 % - 3 %;;15%-19%
31-40;F;;HQ;A;Permanent;;15-17;999.0;0;199.0420287097581;0-2;Active;0;#NV;‹berdurchschnitt;Durchschnitt;Unrated;;5,1 - 10%;20%-24%
31-40;M;;Gesch‰ftsbereich;B;Permanent;;"""6-8""";0.0;1;52.98972489407736;"""6-8""";Dormant;0;#NV;#NV;#NV;#NV;kleiner 1 %;75,01 - 100 %;"""-70%-66%"""
31-40;F;;Werk;G;Fixed term contract;;15-17;0.0;1;45.14040511509098;"""9-11""";Active;0;#NV;‹berdurchschnitt;‹berdurchschnitt;#NV;;kleiner 1%;5%-9%
41-50;M;;Gesch‰ftsbereich;A;Fixed term contract;31.12.2022;18-20;1.0;1;8.006021745188933;0-2;Terminated;1;#NV;#NV;Durchschnitt;#NV;1 % - 3 %;;15%-19%
51-60;M;;HQ;C;Permanent;;24-26;0.0;1;13.205120912415051;18-20;Active;1;Durchschnitt;Durchschnitt;‹berdurchschnitt;Unrated;1 % - 3 %;kleiner 1%;"""-10%-6%"""
31-40;M;;HQ;A;Permanent;;"""6-8""";1.0;1;6.079147315172124;0-2;Active;0;#NV;#NV;#NV;#NV;;kleiner 1%;15%-19%
51-60;F;31.08.2025;Gesch‰ftsbereich;G;Permanent;;"""12-14""";999.0;0;43.645606181923114;"""3-5""";Active;0;‹berdurchschnitt;‹berdurchschnitt;#NV;#NV;;1,0 - 3 %;15%-19%
41-50;M;;HQ;B;Permanent;30.06.2024;18-20;999.0;1;34.68636649600438;"""12-14""";Active;1;Durchschnitt;#NV;#NV;Durchschnitt;10,1 - 15 %;;10%-14%
31-40;M;;HQ;A;Permanent;;"""12-14""";999.0;0;187.3227119072133;0-2;Dormant;1;#NV;‹berdurchschnitt;#NV;#NV;;;15%-19%
31-40;M;;Gesch‰ftsbereich;G;Permanent;28.02.2025;"""3-5""";999.0;1;162.47973970981815;"""3-5""";Terminated;0;#NV;Durchschnitt;#NV;#NV;3,1 - 5%;;20%-24%
51-60;F;31.08.2024;Werk;B;Permanent;;18-20;999.0;1;42.904552045686984;18-20;Active;0;#NV;#NV;Durchschnitt;#NV;5,1 - 10%;;
25-30;M;;Werk;A;Permanent;;0-2;999.0;1;7.5434213579110745;0-2;Active;0;Durchschnitt;#NV;‹berdurchschnitt;#NV;3,1 - 5%;;
41-50;M;;HQ;G;Permanent;;24-26;0.0;0;68.51604792656636;18-20;Terminated;1;#NV;‹berdurchschnitt;Unrated;#NV;;10,1 - 15%;5%-9%
41-50;M;;Werk;G;Permanent;07.07.2024;15-17;0.0;1;6.338694849774392;"""12-14""";Active;0;Durchschnitt;Durchschnitt;#NV;#NV;1 % - 3 %;;"""-10%-6%"""
31-40;M;;Gesch‰ftsbereich;A;Fixed term contract;;"""12-14""";0.5;0;188.79244839883532;"""3-5""";Active;0;#NV;#NV;#NV;#NV;;;10%-14%
51-60;M;14.10.2025;Gesch‰ftsbereich;A;Permanent;;33-35;0.5;0;140.6497433998809;"""6-8""";Active;1;Durchschnitt;#NV;‹berdurchschnitt;#NV;1 % - 3 %;;5%-9%
31-40;M;;HQ;D;Fixed term contract;15.01.2025;"""9-11""";1.0;0;69.44387011945004;"""9-11""";Active;0;#NV;Durchschnitt;Durchschnitt;#NV;1 % - 3 %;3,1 - 5%;5%-9%
51-60;F;;Werk;C;Permanent;;21-23;0.0;1;15.715855082414746;18-20;Terminated;1;#NV;Durchschnitt;Unrated;#NV;20,01 - 40%;3,1 - 5%;40%-44%
51-60;M;;Gesch‰ftsbereich;B;Permanent;;21-23;0.0;0;25.08552195661346;"""9-11""";Terminated;1;#NV;#NV;#NV;#NV;;;5%-9%
41-50;M;;Werk;D;Fixed term contract;;33-35;1.0;1;9.34087782574052;18-20;Active;1;#NV;‹berdurchschnitt;#NV;#NV;1 % - 3 %;20,1 - 40%;5%-9%
31-40;M;;HQ;A;Permanent;;0-2;0.0;0;155.0210645796593;0-2;Terminated;0;Durchschnitt;Unrated;#NV;‹berdurchschnitt;;15,1 - 20%;
41-50;M;;Werk;F;Permanent;;21-23;0.0;1;27.2311650817174;"""3-5""";Active;1;#NV;#NV;#NV;#NV;;10,1 - 15%;10%-14%
18-24;M;14.03.2027;HQ;G;Permanent;31.05.2023;"""6-8""";0.0;1;141.09657202909327;0-2;Active;0;#NV;#NV;Durchschnitt;#NV;;;
31-40;M;30.04.2024;HQ;F;Fixed term contract;;"""9-11""";999.0;0;129.94974606646255;0-2;Active;0;Durchschnitt;#NV;#NV;‹berdurchschnitt;;;
31-40;M;;HQ;A;Fixed term contract;;"""3-5""";999.0;0;15.780458397116835;0-2;Terminated;1;Unrated;Durchschnitt;Unrated;Durchschnitt;;3,1 - 5%;
18-24;M;;Gesch‰ftsbereich;B;Permanent;;"""3-5""";999.0;1;177.5512378563395;0-2;Terminated;0;Unrated;Durchschnitt;#NV;#NV;3,1 - 5%;kleiner 1%;60%-64%
31-40;M;;Werk;E;Permanent;;0-2;1.0;0;96.31803827359637;0-2;Terminated;1;#NV;Durchschnitt;#NV;#NV;;;
41-50;M;;Werk;B;Permanent;;0-2;0.5;1;26.710599769210507;0-2;Active;0;Unrated;#NV;#NV;#NV;;;
